year,state_abbr,state,stratification_category,stratification,obesity_pct,no_leisure_activity_pct,low_fruit_consumption_pct
2021,NY,New York,Race/Ethnicity,Hispanic,33.5,37.2,38.1
2021,NY,New York,Race/Ethnicity,NH American Indian/Alaska Native,40.4,35.3,36.2
2021,NY,New York,Race/Ethnicity,Non-Hispanic 2 or more races,27.0,20.7,36.5
2021,NY,New York,Race/Ethnicity,Non-Hispanic Asian,13.2,24.6,32.8
2021,NY,New York,Race/Ethnicity,Non-Hispanic Black,36.8,31.1,36.9
2021,NY,New York,Race/Ethnicity,Non-Hispanic Other,29.5,25.7,40.4
2021,NY,New York,Race/Ethnicity,Non-Hispanic White,28.5,20.9,36.4
2021,NY,New York,Sex,Female,29.8,28.1,34.2
2021,NY,New York,Sex,Male,28.4,23.3,39.0
2021,NY,New York,Total,Total,29.1,25.8,36.5
2021,OH,Ohio,Age (years),18 - 24,21.8,16.1,49.9
2021,OH,Ohio,Age (years),25 - 34,36.5,15.6,42.3
2021,OH,Ohio,Age (years),35 - 44,42.1,22.4,44.2
2021,OH,Ohio,Age (years),45 - 54,45.7,27.0,44.9
2021,OH,Ohio,Age (years),55 - 64,42.1,31.6,42.0
2021,OH,Ohio,Age (years),65 or older,35.7,35.6,38.8
2021,OH,Ohio,Education,College graduate,34.5,13.9,35.6
2021,OH,Ohio,Education,High school graduate,39.7,32.3,47.2
2021,OH,Ohio,Education,Less than high school,33.5,41.8,49.5
2021,OH,Ohio,Education,Some college or technical school,40.1,24.4,43.4
2021,OH,Ohio,Income,"$15,000 - $24,999",41.8,40.1,46.4
2021,OH,Ohio,Income,"$25,000 - $34,999",42.1,31.8,46.4
2021,OH,Ohio,Income,"$35,000 - $49,999",34.9,28.4,43.6
2021,OH,Ohio,Income,"$50,000 - $74,999",39.7,22.6,41.3
2021,OH,Ohio,Income,"$75,000 or greater",39.5,20.5,40.5
2021,OH,Ohio,Income,Data not reported,34.1,20.9,41.5
2021,OH,Ohio,Income,"Less than $15,000",43.5,45.0,50.7
2021,OH,Ohio,Race/Ethnicity,Hispanic,35.1,28.5,43.3
2021,OH,Ohio,Race/Ethnicity,NH American Indian/Alaska Native,37.6,31.2,26.8
2021,OH,Ohio,Race/Ethnicity,Non-Hispanic 2 or more races,45.4,31.2,43.8
2021,OH,Ohio,Race/Ethnicity,Non-Hispanic Asian,12.6,21.9,31.9
2021,OH,Ohio,Race/Ethnicity,Non-Hispanic Black,42.6,27.1,44.8
2021,OH,Ohio,Race/Ethnicity,Non-Hispanic Other,27.6,37.6,47.0
2021,OH,Ohio,Race/Ethnicity,Non-Hispanic White,37.6,25.5,42.9
2021,OH,Ohio,Sex,Female,39.0,28.9,40.5
2021,OH,Ohio,Sex,Male,36.5,22.8,45.7
2021,OH,Ohio,Total,Total,37.8,25.9,43.0
2021,OK,Oklahoma,Age (years),18 - 24,30.6,18.2,49.7
2021,OK,Oklahoma,Age (years),25 - 34,36.4,21.1,53.1
2021,OK,Oklahoma,Age (years),35 - 44,46.0,21.3,48.1
2021,OK,Oklahoma,Age (years),45 - 54,50.0,33.1,51.6
2021,OK,Oklahoma,Age (years),55 - 64,42.0,32.1,51.3
2021,OK,Oklahoma,Age (years),65 or older,33.2,39.0,41.2
2021,OK,Oklahoma,Education,College graduate,32.8,15.1,43.2
2021,OK,Oklahoma,Education,High school graduate,41.3,34.6,53.4
2021,OK,Oklahoma,Education,Less than high school,39.8,43.0,53.0
2021,OK,Oklahoma,Education,Some college or technical school,42.4,26.0,47.0
2021,OK,Oklahoma,Income,"$15,000 - $24,999",40.7,36.5,49.9
2021,OK,Oklahoma,Income,"$25,000 - $34,999",39.1,35.4,45.3
2021,OK,Oklahoma,Income,"$35,000 - $49,999",40.9,25.9,54.5
2021,OK,Oklahoma,Income,"$50,000 - $74,999",44.7,25.2,49.5
2021,OK,Oklahoma,Income,"$75,000 or greater",43.4,19.4,48.9
2021,OK,Oklahoma,Income,Data not reported,35.0,25.8,46.2
2021,OK,Oklahoma,Income,"Less than $15,000",41.1,42.0,54.4
2021,OK,Oklahoma,Race/Ethnicity,Hispanic,39.9,36.6,42.2
2021,OK,Oklahoma,Race/Ethnicity,NH American Indian/Alaska Native,47.1,29.1,48.7
2021,OK,Oklahoma,Race/Ethnicity,Non-Hispanic 2 or more races,42.8,26.0,52.5
2021,OK,Oklahoma,Race/Ethnicity,Non-Hispanic Black,44.8,26.8,42.6
2021,OK,Oklahoma,Race/Ethnicity,Non-Hispanic White,38.3,27.4,50.3
2021,OK,Oklahoma,Sex,Female,39.0,31.0,45.5
2021,OK,Oklahoma,Sex,Male,39.8,25.5,52.2
2021,OK,Oklahoma,Total,Total,39.4,28.3,48.7
2021,OR,Oregon,Age (years),18 - 24,16.9,14.3,48.9
2021,OR,Oregon,Age (years),25 - 34,33.4,19.9,41.3
2021,OR,Oregon,Age (years),35 - 44,33.7,18.8,36.2
2021,OR,Oregon,Age (years),45 - 54,37.5,18.9,37.5
2021,OR,Oregon,Age (years),55 - 64,34.4,22.9,35.6
2021,OR,Oregon,Age (years),65 or older,25.0,22.0,32.8
2021,OR,Oregon,Education,College graduate,24.9,11.3,32.2
2021,OR,Oregon,Education,High school graduate,30.0,24.7,41.3
2021,OR,Oregon,Education,Less than high school,35.2,39.0,45.5
2021,OR,Oregon,Education,Some college or technical school,34.7,19.2,38.3
2021,OR,Oregon,Income,"$15,000 - $24,999",35.8,28.7,42.4
2021,OR,Oregon,Income,"$25,000 - $34,999",29.8,26.4,39.7
2021,OR,Oregon,Income,"$35,000 - $49,999",33.3,17.4,38.7
2021,OR,Oregon,Income,"$75,000 or greater",27.3,14.7,35.8
2021,OR,Oregon,Income,Data not reported,28.6,15.4,35.8
2021,OR,Oregon,Income,"Less than $15,000",33.8,39.3,39.6
2021,OR,Oregon,Race/Ethnicity,Hispanic,36.8,29.5,37.5
2021,OR,Oregon,Race/Ethnicity,NH American Indian/Alaska Native,37.5,29.6,49.0
2021,OR,Oregon,Race/Ethnicity,Non-Hispanic 2 or more races,38.5,18.6,49.8
2021,OR,Oregon,Race/Ethnicity,Non-Hispanic Asian,13.2,20.1,47.5
2021,OR,Oregon,Race/Ethnicity,Non-Hispanic Black,27.5,19.4,32.9
2021,OR,Oregon,Race/Ethnicity,Non-Hispanic White,30.6,18.2,37.1
2021,OR,Oregon,Sex,Female,31.1,21.9,33.8
2021,OR,Oregon,Sex,Male,29.7,17.9,41.9
2021,OR,Oregon,Total,Total,30.4,19.9,37.7
2021,PA,Pennsylvania,Age (years),18 - 24,19.0,15.2,44.3
2021,PA,Pennsylvania,Age (years),25 - 34,29.1,18.4,40.0
2021,PA,Pennsylvania,Age (years),35 - 44,37.4,20.3,41.6
2021,PA,Pennsylvania,Age (years),45 - 54,40.9,24.8,41.6
2021,PA,Pennsylvania,Age (years),55 - 64,40.0,27.2,42.7
2021,PA,Pennsylvania,Age (years),65 or older,31.0,32.2,31.8
2021,PA,Pennsylvania,Education,College graduate,26.8,13.2,34.6
2021,PA,Pennsylvania,Education,High school graduate,36.5,30.9,40.9
2021,PA,Pennsylvania,Education,Less than high school,34.3,35.6,43.5
2021,PA,Pennsylvania,Education,Some college or technical school,36.1,23.6,41.5
2021,PA,Pennsylvania,Income,"$15,000 - $24,999",37.5,34.9,39.9
2021,PA,Pennsylvania,Income,"$25,000 - $34,999",37.0,36.5,41.6
2021,PA,Pennsylvania,Income,"$35,000 - $49,999",36.3,27.2,43.3
2021,PA,Pennsylvania,Income,"$50,000 - $74,999",32.6,21.5,37.0
2021,PA,Pennsylvania,Income,"$75,000 or greater",36.0,20.4,39.8
2021,PA,Pennsylvania,Income,Data not reported,29.7,19.4,38.5
2021,PA,Pennsylvania,Income,"Less than $15,000",41.1,44.2,38.8
2021,PA,Pennsylvania,Race/Ethnicity,Hispanic,34.1,24.9,37.7
2021,PA,Pennsylvania,Race/Ethnicity,Non-Hispanic 2 or more races,44.9,21.6,41.9
2021,PA,Pennsylvania,Race/Ethnicity,Non-Hispanic Asian,10.6,16.1,42.5
2021,PA,Pennsylvania,Race/Ethnicity,Non-Hispanic Black,44.7,32.7,37.3
2021,PA,Pennsylvania,Race/Ethnicity,Non-Hispanic White,32.7,23.3,39.8
2021,PA,Pennsylvania,Sex,Female,32.6,26.8,37.8
2021,PA,Pennsylvania,Sex,Male,34.0,21.5,41.1
2021,PA,Pennsylvania,Total,Total,33.3,24.3,39.4
2021,RI,Rhode Island,Age (years),18 - 24,20.1,19.1,37.9
2021,RI,Rhode Island,Age (years),25 - 34,31.1,23.4,38.5
2021,RI,Rhode Island,Age (years),35 - 44,35.1,22.7,34.9
2021,RI,Rhode Island,Age (years),45 - 54,36.8,22.3,35.4
2021,RI,Rhode Island,Age (years),55 - 64,33.3,24.9,38.8
2021,RI,Rhode Island,Age (years),65 or older,24.9,29.0,30.1
2021,RI,Rhode Island,Education,College graduate,23.9,11.4,33.0
2021,RI,Rhode Island,Education,High school graduate,34.6,30.2,38.1
2021,RI,Rhode Island,Education,Less than high school,34.7,49.8,34.0
2021,RI,Rhode Island,Education,Some college or technical school,30.7,21.9,36.5
2021,RI,Rhode Island,Income,"$15,000 - $24,999",35.5,41.3,32.0
2021,RI,Rhode Island,Income,"$25,000 - $34,999",38.0,33.6,36.1
2021,RI,Rhode Island,Income,"$35,000 - $49,999",33.9,32.8,34.2
2021,RI,Rhode Island,Income,"$50,000 - $74,999",28.0,21.6,42.0
2021,RI,Rhode Island,Income,"$75,000 or greater",29.8,19.1,33.4
2021,RI,Rhode Island,Income,Data not reported,26.1,18.7,34.4
2021,RI,Rhode Island,Income,"Less than $15,000",40.8,37.1,38.8
2021,RI,Rhode Island,Race/Ethnicity,Hispanic,33.9,40.4,28.4
2021,RI,Rhode Island,Race/Ethnicity,Non-Hispanic 2 or more races,32.4,23.6,43.4
2021,RI,Rhode Island,Race/Ethnicity,Non-Hispanic Asian,13.4,24.4,33.4
2021,RI,Rhode Island,Race/Ethnicity,Non-Hispanic Black,43.1,30.0,36.1
2021,RI,Rhode Island,Race/Ethnicity,Non-Hispanic Other,34.2,28.6,28.7
2021,RI,Rhode Island,Race/Ethnicity,Non-Hispanic White,28.7,20.3,37.3
2021,RI,Rhode Island,Sex,Female,29.2,26.7,35.9
2021,RI,Rhode Island,Sex,Male,30.9,21.4,35.1
2021,RI,Rhode Island,Total,Total,30.1,24.2,35.5
2021,SC,South Carolina,Age (years),18 - 24,21.0,14.1,47.4
2021,SC,South Carolina,Age (years),25 - 34,36.3,21.1,41.3
2021,SC,South Carolina,Age (years),35 - 44,40.6,21.2,41.0
2021,SC,South Carolina,Age (years),45 - 54,47.1,26.9,45.2
2021,SC,South Carolina,Age (years),55 - 64,38.1,29.2,45.4
2021,SC,South Carolina,Age (years),65 or older,32.5,31.3,38.3
2021,SC,South Carolina,Education,College graduate,32.7,14.0,36.9
2021,SC,South Carolina,Education,High school graduate,36.7,30.0,45.2
2021,SC,South Carolina,Education,Less than high school,39.9,44.1,44.5
2021,SC,South Carolina,Education,Some college or technical school,37.1,22.6,44.4
2021,SC,South Carolina,Income,"$15,000 - $24,999",41.7,37.8,43.4
2021,SC,South Carolina,Income,"$25,000 - $34,999",41.2,30.5,42.0
2021,SC,South Carolina,Income,"$35,000 - $49,999",35.5,26.0,45.4
2021,SC,South Carolina,Income,"$50,000 - $74,999",39.1,21.8,45.0
2021,SC,South Carolina,Income,"$75,000 or greater",35.6,15.7,39.3
2021,SC,South Carolina,Income,Data not reported,29.7,20.8,39.9
2021,SC,South Carolina,Income,"Less than $15,000",48.1,43.5,49.8
2021,SC,South Carolina,Race/Ethnicity,Hispanic,28.3,30.6,29.8
2021,SC,South Carolina,Race/Ethnicity,NH American Indian/Alaska Native,52.4,30.3,48.9
2021,SC,South Carolina,Race/Ethnicity,Non-Hispanic 2 or more races,35.0,20.6,40.9
2021,SC,South Carolina,Race/Ethnicity,Non-Hispanic Asian,19.1,12.1,35.3
2021,SC,South Carolina,Race/Ethnicity,Non-Hispanic Black,45.7,28.8,43.1
2021,SC,South Carolina,Race/Ethnicity,Non-Hispanic Other,35.2,25.0,46.6
2021,SC,South Carolina,Race/Ethnicity,Non-Hispanic White,32.9,23.5,43.4
2021,SC,South Carolina,Sex,Female,38.3,27.4,41.3
2021,SC,South Carolina,Sex,Male,33.8,22.4,43.9
2021,SC,South Carolina,Total,Total,36.1,25.0,42.5
2021,SD,South Dakota,Age (years),18 - 24,20.8,10.6,42.3
2021,SD,South Dakota,Age (years),25 - 34,43.9,13.5,49.5
2021,SD,South Dakota,Age (years),35 - 44,40.7,25.1,46.3
2021,SD,South Dakota,Age (years),45 - 54,45.3,19.9,48.7
2021,SD,South Dakota,Age (years),55 - 64,44.8,29.0,43.6
2021,SD,South Dakota,Age (years),65 or older,34.3,33.1,34.6
2021,SD,South Dakota,Education,College graduate,36.1,14.4,37.8
2021,SD,South Dakota,Education,High school graduate,42.4,26.8,48.0
2021,SD,South Dakota,Education,Less than high school,46.3,37.6,45.5
2021,SD,South Dakota,Education,Some college or technical school,35.0,23.9,43.6
2021,SD,South Dakota,Income,"$15,000 - $24,999",40.3,25.4,45.9
2021,SD,South Dakota,Income,"$25,000 - $34,999",44.4,28.7,42.3
2021,SD,South Dakota,Income,"$35,000 - $49,999",41.7,27.8,48.2
2021,SD,South Dakota,Income,"$50,000 - $74,999",39.5,22.0,47.5
2021,SD,South Dakota,Income,"$75,000 or greater",40.7,15.0,38.9
2021,SD,South Dakota,Income,Data not reported,33.4,21.5,41.9
2021,SD,South Dakota,Income,"Less than $15,000",44.8,33.7,41.0
2021,SD,South Dakota,Race/Ethnicity,Hispanic,49.7,18.7,36.1
2021,SD,South Dakota,Race/Ethnicity,NH American Indian/Alaska Native,54.6,20.6,35.8
2021,SD,South Dakota,Race/Ethnicity,Non-Hispanic 2 or more races,28.9,12.5,35.8
2021,SD,South Dakota,Race/Ethnicity,Non-Hispanic White,37.2,24.1,45.2
2021,SD,South Dakota,Sex,Female,37.0,23.9,38.2
2021,SD,South Dakota,Sex,Male,39.7,22.5,48.7
2021,SD,South Dakota,Total,Total,38.4,23.2,43.4
2021,TN,Tennessee,Age (years),18 - 24,25.8,20.3,51.8
2021,TN,Tennessee,Age (years),25 - 34,33.4,19.9,46.3
2021,TN,Tennessee,Age (years),35 - 44,41.0,22.3,45.5
2021,TN,Tennessee,Age (years),45 - 54,43.3,27.2,47.7
2021,TN,Tennessee,Age (years),55 - 64,38.0,37.8,48.3
2021,TN,Tennessee,Age (years),65 or older,28.9,38.5,40.6
2021,TN,Tennessee,Education,College graduate,33.2,14.5,40.3
2021,TN,Tennessee,Education,High school graduate,36.0,34.4,50.7
2021,TN,Tennessee,Education,Less than high school,33.1,50.8,46.6
2021,TN,Tennessee,Education,Some college or technical school,36.3,26.1,46.8
2021,TN,Tennessee,Income,"$15,000 - $24,999",32.5,38.7,50.6
2021,TN,Tennessee,Income,"$25,000 - $34,999",38.6,38.3,45.9
2021,TN,Tennessee,Income,"$35,000 - $49,999",39.8,30.0,44.1
2021,TN,Tennessee,Income,"$50,000 - $74,999",33.1,24.9,46.5
2021,TN,Tennessee,Income,"$75,000 or greater",40.4,20.5,46.0
2021,TN,Tennessee,Income,Data not reported,30.1,23.3,45.3
2021,TN,Tennessee,Income,"Less than $15,000",42.1,43.3,47.3
2021,TN,Tennessee,Race/Ethnicity,Hispanic,33.8,26.7,47.2
2021,TN,Tennessee,Race/Ethnicity,Non-Hispanic 2 or more races,43.8,23.6,30.4
2021,TN,Tennessee,Race/Ethnicity,Non-Hispanic Black,47.3,30.0,49.0
2021,TN,Tennessee,Race/Ethnicity,Non-Hispanic White,33.0,29.3,46.2
2021,TN,Tennessee,Sex,Female,37.1,30.5,42.4
2021,TN,Tennessee,Sex,Male,32.8,26.7,50.1
2021,TN,Tennessee,Total,Total,35.0,28.7,46.1
2021,TX,Texas,Age (years),18 - 24,22.1,18.6,40.8
2021,TX,Texas,Age (years),25 - 34,35.1,19.3,40.7
2021,TX,Texas,Age (years),35 - 44,38.2,23.6,43.4
2021,TX,Texas,Age (years),45 - 54,47.6,25.5,43.1
2021,TX,Texas,Age (years),55 - 64,42.2,28.0,40.8
2021,TX,Texas,Age (years),65 or older,30.6,34.2,36.8
2021,TX,Texas,Education,College graduate,28.3,14.3,38.3
2021,TX,Texas,Education,High school graduate,38.6,27.6,43.7
2021,TX,Texas,Education,Less than high school,44.5,43.2,39.8
2021,TX,Texas,Education,Some college or technical school,37.1,23.1,41.4
2021,TX,Texas,Income,"$15,000 - $24,999",38.6,35.2,39.5
2021,TX,Texas,Income,"$25,000 - $34,999",39.1,32.5,35.4
2021,TX,Texas,Income,"$35,000 - $49,999",39.4,27.3,38.4
2021,TX,Texas,Income,"$50,000 - $74,999",37.9,18.9,43.0
2021,TX,Texas,Income,"$75,000 or greater",37.9,18.9,42.0
2021,TX,Texas,Income,Data not reported,31.1,20.6,42.5
2021,TX,Texas,Income,"Less than $15,000",44.8,44.4,41.4
2021,TX,Texas,Race/Ethnicity,Hispanic,42.5,28.8,38.5
2021,TX,Texas,Race/Ethnicity,NH American Indian/Alaska Native,26.5,16.4,34.8
2021,TX,Texas,Race/Ethnicity,Non-Hispanic 2 or more races,24.5,12.4,41.1
2021,TX,Texas,Race/Ethnicity,Non-Hispanic Asian,12.4,15.5,39.5
2021,TX,Texas,Race/Ethnicity,Non-Hispanic Black,43.5,26.5,39.9
2021,TX,Texas,Race/Ethnicity,Non-Hispanic Other,32.4,29.9,41.2
2021,TX,Texas,Race/Ethnicity,Non-Hispanic White,31.5,22.8,43.6
2021,TX,Texas,Sex,Female,36.6,27.1,36.8
2021,TX,Texas,Sex,Male,35.7,23.0,45.1
2021,TX,Texas,Total,Total,36.1,25.1,40.9
2021,UT,Utah,Age (years),18 - 24,16.7,10.9,43.1
2021,UT,Utah,Age (years),25 - 34,32.2,14.5,41.0
2021,UT,Utah,Age (years),35 - 44,34.9,14.7,37.5
2021,UT,Utah,Age (years),45 - 54,37.0,20.2,37.6
2021,UT,Utah,Age (years),55 - 64,37.1,20.4,37.3
2021,UT,Utah,Age (years),65 or older,28.7,24.6,29.1
2021,UT,Utah,Education,College graduate,26.7,9.3,31.6
2021,UT,Utah,Education,High school graduate,31.9,23.0,44.2
2021,UT,Utah,Education,Less than high school,34.8,40.8,37.0
2021,UT,Utah,Education,Some college or technical school,32.9,15.2,38.8
2021,UT,Utah,Income,"$15,000 - $24,999",33.5,29.4,44.0
2021,UT,Utah,Income,"$25,000 - $34,999",34.4,25.4,37.3
2021,UT,Utah,Income,"$35,000 - $49,999",34.8,22.4,40.3
2021,UT,Utah,Income,"$50,000 - $74,999",35.0,15.7,37.1
2021,UT,Utah,Income,"$75,000 or greater",34.3,14.7,37.8
2021,UT,Utah,Income,Data not reported,26.6,14.1,35.8
2021,UT,Utah,Income,"Less than $15,000",27.4,28.1,52.9
2021,UT,Utah,Race/Ethnicity,Hispanic,37.0,31.1,38.5
2021,UT,Utah,Race/Ethnicity,NH American Indian/Alaska Native,39.9,12.3,23.8
2021,UT,Utah,Race/Ethnicity,Non-Hispanic 2 or more races,31.0,13.0,40.8
2021,UT,Utah,Race/Ethnicity,Non-Hispanic Asian,11.1,13.8,48.0
2021,UT,Utah,Race/Ethnicity,Non-Hispanic Black,23.1,24.1,37.8
2021,UT,Utah,Race/Ethnicity,Non-Hispanic White,30.3,15.1,37.4
2021,UT,Utah,Sex,Female,31.4,19.4,32.6
2021,UT,Utah,Sex,Male,30.5,15.2,42.9
2021,UT,Utah,Total,Total,30.9,17.3,37.7
2021,VA,Virginia,Age (years),18 - 24,17.4,10.2,44.5
2021,VA,Virginia,Age (years),25 - 34,32.9,15.9,43.9
2021,VA,Virginia,Age (years),35 - 44,36.7,21.2,36.0
2021,VA,Virginia,Age (years),45 - 54,42.7,22.4,44.3
2021,VA,Virginia,Age (years),55 - 64,41.4,22.2,37.2
2021,VA,Virginia,Age (years),65 or older,31.6,28.7,34.7
2021,VA,Virginia,Education,College graduate,27.0,11.1,34.7
2021,VA,Virginia,Education,High school graduate,38.4,27.0,45.7
2021,VA,Virginia,Education,Less than high school,39.1,41.1,37.5
2021,VA,Virginia,Education,Some college or technical school,38.1,20.9,41.6
2021,VA,Virginia,Income,"$15,000 - $24,999",41.4,41.9,43.7
2021,VA,Virginia,Income,"$25,000 - $34,999",35.1,32.4,38.8
2021,VA,Virginia,Income,"$35,000 - $49,999",36.5,25.1,42.7
2021,VA,Virginia,Income,"$50,000 - $74,999",38.4,19.1,42.7
2021,VA,Virginia,Income,"$75,000 or greater",38.9,15.3,38.4
2021,VA,Virginia,Income,Data not reported,30.1,16.1,37.9
2021,VA,Virginia,Income,"Less than $15,000",38.2,41.1,41.9
2021,VA,Virginia,Race/Ethnicity,Hispanic,30.2,23.9,34.0
2021,VA,Virginia,Race/Ethnicity,Non-Hispanic 2 or more races,24.7,12.2,40.9
2021,VA,Virginia,Race/Ethnicity,Non-Hispanic Asian,15.1,18.3,40.5
2021,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,46.7,26.0,41.6
2021,VA,Virginia,Race/Ethnicity,Non-Hispanic White,33.3,19.5,39.7
2021,VA,Virginia,Sex,Female,34.9,24.6,37.1
2021,VA,Virginia,Sex,Male,33.6,17.0,42.2
2021,VA,Virginia,Total,Total,34.2,20.9,39.6
2021,VT,Vermont,Age (years),18 - 24,18.4,12.3,42.7
2021,VT,Vermont,Age (years),25 - 34,28.2,13.2,39.6
2021,VT,Vermont,Age (years),35 - 44,33.0,11.5,33.1
2021,VT,Vermont,Age (years),45 - 54,35.0,15.6,36.6
2021,VT,Vermont,Age (years),55 - 64,32.8,22.0,32.7
2021,VT,Vermont,Age (years),65 or older,26.8,24.6,28.1
2021,VT,Vermont,Education,College graduate,22.4,7.3,26.0
2021,VT,Vermont,Education,High school graduate,34.9,27.2,43.0
2021,VT,Vermont,Education,Less than high school,31.0,37.5,44.9
2021,VT,Vermont,Education,Some college or technical school,30.7,16.4,34.2
2021,VT,Vermont,Income,"$15,000 - $24,999",34.1,33.6,40.3
2021,VT,Vermont,Income,"$25,000 - $34,999",28.0,22.7,37.1
2021,VT,Vermont,Income,"$35,000 - $49,999",34.5,24.2,39.6
2021,VT,Vermont,Income,"$50,000 - $74,999",30.2,12.6,32.7
2021,VT,Vermont,Income,"$75,000 or greater",28.6,10.6,31.7
2021,VT,Vermont,Income,Data not reported,25.8,14.7,32.0
2021,VT,Vermont,Income,"Less than $15,000",35.0,38.0,42.8
2021,VT,Vermont,Race/Ethnicity,Hispanic,25.2,21.9,34.5
2021,VT,Vermont,Race/Ethnicity,Non-Hispanic 2 or more races,30.1,14.5,45.4
2021,VT,Vermont,Race/Ethnicity,Non-Hispanic Other,43.5,33.9,36.8
2021,VT,Vermont,Race/Ethnicity,Non-Hispanic White,29.2,17.3,33.9
2021,VT,Vermont,Sex,Female,29.0,19.0,29.5
2021,VT,Vermont,Sex,Male,29.1,16.5,39.5
2021,VT,Vermont,Total,Total,29.0,17.8,34.4
2021,WA,Washington,Age (years),18 - 24,18.3,13.5,42.7
2021,WA,Washington,Age (years),25 - 34,28.4,15.5,44.5
2021,WA,Washington,Age (years),35 - 44,30.7,16.3,34.1
2021,WA,Washington,Age (years),45 - 54,33.0,16.6,37.0
2021,WA,Washington,Age (years),55 - 64,32.8,20.4,33.5
2021,WA,Washington,Age (years),65 or older,26.9,22.2,28.9
2021,WA,Washington,Education,College graduate,22.3,9.8,30.4
2021,WA,Washington,Education,High school graduate,32.4,22.5,41.1
2021,WA,Washington,Education,Less than high school,33.6,37.0,34.7
2021,WA,Washington,Education,Some college or technical school,31.5,17.2,39.1
2021,WA,Washington,Income,"$15,000 - $24,999",37.8,31.6,40.1
2021,WA,Washington,Income,"$25,000 - $34,999",33.3,25.7,36.8
2021,WA,Washington,Income,"$35,000 - $49,999",31.6,22.9,37.7
2021,WA,Washington,Income,"$50,000 - $74,999",29.5,16.9,39.7
2021,WA,Washington,Income,"$75,000 or greater",30.3,13.1,33.1
2021,WA,Washington,Income,Data not reported,24.5,13.5,33.9
2021,WA,Washington,Income,"Less than $15,000",40.6,38.8,47.5
2021,WA,Washington,Race/Ethnicity,Hispanic,35.4,26.9,31.1
2021,WA,Washington,Race/Ethnicity,NH American Indian/Alaska Native,43.9,23.2,42.7
2021,WA,Washington,Race/Ethnicity,NH Hawaiian/Pacific Islander,46.9,25.4,53.6
2021,WA,Washington,Race/Ethnicity,Non-Hispanic 2 or more races,38.3,15.2,43.8
2021,WA,Washington,Race/Ethnicity,Non-Hispanic Asian,9.6,16.4,36.4
2021,WA,Washington,Race/Ethnicity,Non-Hispanic Black,38.0,28.8,37.6
2021,WA,Washington,Race/Ethnicity,Non-Hispanic Other,22.2,23.3,37.8
2021,WA,Washington,Race/Ethnicity,Non-Hispanic White,29.5,15.6,36.5
2021,WA,Washington,Sex,Female,29.3,19.2,31.7
2021,WA,Washington,Sex,Male,28.3,16.4,40.6
2021,WA,Washington,Total,Total,28.8,17.8,36.1
2021,WI,Wisconsin,Age (years),18 - 24,23.1,14.6,46.3
2021,WI,Wisconsin,Age (years),25 - 34,28.3,14.1,43.0
2021,WI,Wisconsin,Age (years),35 - 44,33.4,15.2,37.6
2021,WI,Wisconsin,Age (years),45 - 54,44.9,23.0,41.4
2021,WI,Wisconsin,Age (years),55 - 64,39.5,23.9,40.1
2021,WI,Wisconsin,Age (years),65 or older,32.3,26.4,30.5
2021,WI,Wisconsin,Education,College graduate,27.1,9.4,31.1
2021,WI,Wisconsin,Education,High school graduate,37.5,27.0,43.7
2021,WI,Wisconsin,Education,Less than high school,32.9,35.0,45.4
2021,WI,Wisconsin,Education,Some college or technical school,36.7,19.8,39.8
2021,WI,Wisconsin,Income,"$15,000 - $24,999",40.1,40.5,40.6
2021,WI,Wisconsin,Income,"$25,000 - $34,999",42.4,29.9,42.0
2021,WI,Wisconsin,Income,"$35,000 - $49,999",33.1,21.7,38.6
2021,WI,Wisconsin,Income,"$50,000 - $74,999",38.4,18.8,40.4
2021,WI,Wisconsin,Income,"$75,000 or greater",30.5,11.8,36.2
2021,WI,Wisconsin,Income,Data not reported,29.6,15.5,36.1
2021,WI,Wisconsin,Income,"Less than $15,000",36.7,39.8,54.1
2021,WI,Wisconsin,Race/Ethnicity,Hispanic,31.0,24.5,43.6
2021,WI,Wisconsin,Race/Ethnicity,NH American Indian/Alaska Native,44.8,22.7,56.5
2021,WI,Wisconsin,Race/Ethnicity,Non-Hispanic 2 or more races,36.6,22.0,40.6
2021,WI,Wisconsin,Race/Ethnicity,Non-Hispanic Asian,16.5,22.2,44.5
2021,WI,Wisconsin,Race/Ethnicity,Non-Hispanic Black,55.1,28.0,43.5
2021,WI,Wisconsin,Race/Ethnicity,Non-Hispanic White,33.1,19.2,38.0
2021,WI,Wisconsin,Sex,Female,34.5,22.9,33.7
2021,WI,Wisconsin,Sex,Male,33.3,17.7,44.1
2021,WI,Wisconsin,Total,Total,33.9,20.3,38.8
2021,WV,West Virginia,Age (years),18 - 24,30.4,15.0,50.4
2021,WV,West Virginia,Age (years),25 - 34,39.8,23.9,50.2
2021,WV,West Virginia,Age (years),35 - 44,45.2,21.6,41.9
2021,WV,West Virginia,Age (years),45 - 54,48.0,29.5,47.6
2021,WV,West Virginia,Age (years),55 - 64,44.6,38.4,48.1
2021,WV,West Virginia,Age (years),65 or older,35.9,41.0,41.7
2021,WV,West Virginia,Education,College graduate,35.4,15.4,39.0
2021,WV,West Virginia,Education,High school graduate,42.8,35.2,47.7
